Below,Topics,Alpha,Beta,Coherence
3,9,0.01,0.31,-3.2814874071014533
3,9,0.01,0.61,-3.9341675921430115
3,9,0.01,0.9099999999999999,-3.9371558120391734
3,9,0.31,0.01,-4.030477100006886
3,9,0.31,0.31,-4.037840722950853
3,9,0.31,0.61,-4.210404805236831
3,9,0.31,0.9099999999999999,-4.664833030276276
3,9,0.61,0.01,-4.427887845782077
3,9,0.61,0.31,-4.4558382328026385
3,9,0.61,0.61,-4.45038160242643
3,9,0.61,0.9099999999999999,-4.726704000490836
3,9,0.9099999999999999,0.01,-4.05376248669177
3,9,0.9099999999999999,0.31,-3.8374806573003832
3,9,0.9099999999999999,0.61,-3.9528728205466988
3,9,0.9099999999999999,0.9099999999999999,-3.991623676476083
4,2,0.01,0.01,-2.6607551672655037
4,2,0.01,0.31,-2.6350433390157897
4,2,0.01,0.61,-2.637485117796582
4,2,0.01,0.9099999999999999,-2.653518970463468
4,2,0.31,0.01,-2.6658888460921104
4,2,0.31,0.31,-2.6614721415376916
4,2,0.31,0.61,-2.6283938668641147
4,2,0.31,0.9099999999999999,-2.620838292854934
4,2,0.61,0.01,-2.668759249083723
4,2,0.61,0.31,-2.683268990080423
4,2,0.61,0.61,-2.6803607246326724
4,2,0.61,0.9099999999999999,-2.696789688558745
4,2,0.9099999999999999,0.01,-2.7227421322175003
4,2,0.9099999999999999,0.31,-2.723440908666112
4,2,0.9099999999999999,0.61,-2.722163256519319
4,2,0.9099999999999999,0.9099999999999999,-2.7222137682226246
4,3,0.01,0.01,-2.8241526154331935
4,3,0.01,0.31,-2.808950430520196
4,3,0.01,0.61,-2.704523842214892
4,3,0.01,0.9099999999999999,-2.7368244277619045
4,3,0.31,0.01,-2.897522969022664
4,3,0.31,0.31,-2.981117495478036
4,3,0.31,0.61,-2.8861668108640774
4,3,0.31,0.9099999999999999,-2.8273637764050754
4,3,0.61,0.01,-2.9235349332103766
4,3,0.61,0.31,-2.919562703646797
4,3,0.61,0.61,-3.0249121775153838
4,3,0.61,0.9099999999999999,-2.926912308605416
4,3,0.9099999999999999,0.01,-3.068037750366941
4,3,0.9099999999999999,0.31,-3.0452114641061647
4,3,0.9099999999999999,0.61,-2.9516259602906008
4,3,0.9099999999999999,0.9099999999999999,-2.963650710971501
4,4,0.01,0.01,-2.9620396765321932
4,4,0.01,0.31,-2.894874586715993
4,4,0.01,0.61,-2.9501677613685326
4,4,0.01,0.9099999999999999,-2.8757479137132727
4,4,0.31,0.01,-3.0654456105532972
4,4,0.31,0.31,-3.0101424436472137
4,4,0.31,0.61,-3.0604495399816782
4,4,0.31,0.9099999999999999,-3.030327588090131
4,4,0.61,0.01,-3.0738891011150073
4,4,0.61,0.31,-3.0757040882372486
4,4,0.61,0.61,-3.0901743182123256
4,4,0.61,0.9099999999999999,-3.0901231457092586
4,4,0.9099999999999999,0.01,-3.0358640143770925
4,4,0.9099999999999999,0.31,-2.9910662235656797
4,4,0.9099999999999999,0.61,-3.0605350388128483
4,4,0.9099999999999999,0.9099999999999999,-3.05540321652237
4,5,0.01,0.01,-3.0664021742955456
4,5,0.01,0.31,-3.058581659447613
4,5,0.01,0.61,-3.0262345435194566
4,5,0.01,0.9099999999999999,-3.022120848180616
4,5,0.31,0.01,-3.225516370310639
4,5,0.31,0.31,-3.2093148776793106
4,5,0.31,0.61,-3.210379722789426
4,5,0.31,0.9099999999999999,-3.3185136565738267
4,5,0.61,0.01,-3.1563026264864797
4,5,0.61,0.31,-3.2017540063575196
4,5,0.61,0.61,-3.1900305948961054
4,5,0.61,0.9099999999999999,-3.1910681394091704
4,5,0.9099999999999999,0.01,-3.1833492297084107
4,5,0.9099999999999999,0.31,-3.2130243800439935
4,5,0.9099999999999999,0.61,-3.2799505046796993
4,5,0.9099999999999999,0.9099999999999999,-3.293899348778519
4,6,0.01,0.01,-2.9626425157889744
4,6,0.01,0.31,-2.9384498974563567
4,6,0.01,0.61,-2.88183769070296
4,6,0.01,0.9099999999999999,-2.819631707224248
4,6,0.31,0.01,-3.395054933322711
4,6,0.31,0.31,-3.3436631411411617
4,6,0.31,0.61,-3.187998338561112
4,6,0.31,0.9099999999999999,-3.2552638971029104
4,6,0.61,0.01,-3.2991123474650963
4,6,0.61,0.31,-3.4759557275225497
4,6,0.61,0.61,-3.4787660332189527
4,6,0.61,0.9099999999999999,-3.4892863355220096
4,6,0.9099999999999999,0.01,-3.3425110167675594
4,6,0.9099999999999999,0.31,-3.454978998416962
